order_id,product_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,category,sub_category,product_name,shipping_days,sales,quantity,profit,discount,order_month
CA-2015-139850,FUR-FU-10003623,2015-06-12,2015-06-17,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",5,43.296,2,4.3296,0.2,June
CA-2015-139850,OFF-PA-10003848,2015-06-12,2015-06-17,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,Xerox 1997,5,20.736,4,7.2576,0.2,June
CA-2015-139962,OFF-BI-10004738,2015-12-13,2015-12-20,Standard Class,Dp-13240,Dean percer,Home Office,United States,Revere,Massachusetts,02151,East,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,7,37.88,2,18.94,0.0,December
CA-2015-139962,OFF-PA-10004451,2015-12-13,2015-12-20,Standard Class,Dp-13240,Dean percer,Home Office,United States,Revere,Massachusetts,02151,East,Office Supplies,Paper,Xerox 222,7,19.44,3,9.3312,0.0,December
CA-2015-140025,OFF-AP-10002651,2015-04-07,2015-04-11,Standard Class,PF-19120,Peter Fuller,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,4,463.248,8,-1181.2824,0.8,April
CA-2015-140025,TEC-AC-10002402,2015-04-07,2015-04-11,Standard Class,PF-19120,Peter Fuller,Consumer,United States,San Antonio,Texas,78207,Central,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,4,383.952,6,47.994,0.2,April
CA-2015-140144,FUR-FU-10002253,2015-06-20,2015-06-25,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,San Francisco,California,94122,West,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",5,257.64,6,100.4796,0.0,June
CA-2015-140144,TEC-PH-10002726,2015-06-20,2015-06-25,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,San Francisco,California,94122,West,Technology,Phones,netTALK DUO VoIP Telephone Service,5,125.976,3,47.241,0.2,June
CA-2015-140221,FUR-FU-10000023,2015-03-05,2015-03-09,Second Class,MS-17365,Maribeth Schnelling,Consumer,United States,Chicago,Illinois,60653,Central,Furniture,Furnishings,Eldon Wave Desk Accessories,4,4.712,2,-1.8848,0.6,March
CA-2015-140221,OFF-AP-10000828,2015-03-05,2015-03-09,Second Class,MS-17365,Maribeth Schnelling,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,4,180.98,5,-470.548,0.8,March
CA-2015-140221,OFF-BI-10002854,2015-03-05,2015-03-09,Second Class,MS-17365,Maribeth Schnelling,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",4,11.212,2,-16.818,0.8,March
CA-2015-140221,OFF-ST-10000777,2015-03-05,2015-03-09,Second Class,MS-17365,Maribeth Schnelling,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Storage,"Companion Letter/Legal File, Black",4,60.416,2,6.0416,0.2,March
CA-2015-140375,OFF-BI-10000320,2015-10-02,2015-10-05,Second Class,SG-20470,Sheri Gordon,Consumer,United States,Rockville,Maryland,20852,East,Office Supplies,Binders,GBC Plastic Binding Combs,3,7.38,1,3.6162,0.0,October
CA-2015-140375,OFF-PA-10001870,2015-10-02,2015-10-05,Second Class,SG-20470,Sheri Gordon,Consumer,United States,Rockville,Maryland,20852,East,Office Supplies,Paper,Xerox 202,3,19.44,3,9.3312,0.0,October
CA-2015-140410,FUR-FU-10003347,2015-11-03,2015-11-07,Standard Class,CM-12655,Corinna Mitchell,Home Office,United States,Los Angeles,California,90008,West,Furniture,Furnishings,Coloredge Poster Frame,4,42.6,3,16.614,0.0,November
CA-2015-140410,TEC-AC-10001109,2015-11-03,2015-11-07,Standard Class,CM-12655,Corinna Mitchell,Home Office,United States,Los Angeles,California,90008,West,Technology,Accessories,Logitech Trackman Marble Mouse,4,89.97,3,37.7874,0.0,November
CA-2015-140410,TEC-PH-10003580,2015-11-03,2015-11-07,Standard Class,CM-12655,Corinna Mitchell,Home Office,United States,Los Angeles,California,90008,West,Technology,Phones,Cisco IP Phone 7961G-GE VoIP phone,4,1212.848,7,106.1242,0.2,November
CA-2015-140557,TEC-AC-10002402,2015-09-07,2015-09-11,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,New York City,New York,10009,East,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,4,559.93,7,167.979,0.0,September
CA-2015-140718,FUR-FU-10000076,2015-07-02,2015-07-04,First Class,FA-14230,Frank Atkinson,Corporate,United States,Raleigh,North Carolina,27604,South,Furniture,Furnishings,24-Hour Round Wall Clock,2,159.84,10,45.954,0.2,July
CA-2015-140718,OFF-BI-10004728,2015-07-02,2015-07-04,First Class,FA-14230,Frank Atkinson,Corporate,United States,Raleigh,North Carolina,27604,South,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,2,2.892,2,-2.3136,0.7,July
CA-2015-140718,OFF-PA-10002250,2015-07-02,2015-07-04,First Class,FA-14230,Frank Atkinson,Corporate,United States,Raleigh,North Carolina,27604,South,Office Supplies,Paper,Things To Do Today Pad,2,9.392,2,3.2872,0.2,July
CA-2015-140718,TEC-PH-10003505,2015-07-02,2015-07-04,First Class,FA-14230,Frank Atkinson,Corporate,United States,Raleigh,North Carolina,27604,South,Technology,Phones,Geemarc AmpliPOWER60,2,74.24,1,8.352,0.2,July
CA-2015-140830,OFF-EN-10000461,2015-11-30,2015-12-02,Second Class,PS-18970,Paul Stevenson,Home Office,United States,Henderson,Kentucky,42420,South,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",2,17.48,2,8.2156,0.0,November
CA-2015-140830,OFF-EN-10002831,2015-11-30,2015-12-02,Second Class,PS-18970,Paul Stevenson,Home Office,United States,Henderson,Kentucky,42420,South,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",2,71.88,2,32.346,0.0,November
CA-2015-140921,FUR-FU-10003347,2015-02-03,2015-02-05,First Class,AA-10375,Allen Armold,Consumer,United States,Omaha,Nebraska,68104,Central,Furniture,Furnishings,Coloredge Poster Frame,2,28.4,2,11.076,0.0,February
CA-2015-140921,TEC-AC-10004901,2015-02-03,2015-02-05,First Class,AA-10375,Allen Armold,Consumer,United States,Omaha,Nebraska,68104,Central,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,2,149.97,3,50.9898,0.0,February
CA-2015-140984,OFF-BI-10002012,2015-09-14,2015-09-18,Standard Class,CC-12685,Craig Carroll,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,4,12.96,9,4.536,0.2,September
CA-2015-140984,OFF-ST-10000585,2015-09-14,2015-09-18,Standard Class,CC-12685,Craig Carroll,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,Economy Rollaway Files,4,991.2,6,257.712,0.0,September
CA-2015-140984,TEC-CO-10001571,2015-09-14,2015-09-18,Standard Class,CC-12685,Craig Carroll,Consumer,United States,New York City,New York,10011,East,Technology,Copiers,Sharp 1540cs Digital Laser Copier,4,879.984,2,329.994,0.2,September
CA-2015-141012,FUR-FU-10003192,2015-06-09,2015-06-11,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Pocatello,Idaho,83201,West,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,2,355.36,4,92.3936,0.0,June
CA-2015-141012,TEC-PH-10004522,2015-06-09,2015-06-11,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Pocatello,Idaho,83201,West,Technology,Phones,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,2,140.376,3,8.7735,0.2,June
CA-2015-141040,OFF-PA-10002245,2015-10-09,2015-10-13,Second Class,TB-21250,Tim Brockman,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,Xerox 1895,4,23.92,4,10.764,0.0,October
CA-2015-141040,TEC-PH-10001835,2015-10-09,2015-10-13,Second Class,TB-21250,Tim Brockman,Consumer,United States,New York City,New York,10024,East,Technology,Phones,Jawbone JAMBOX Wireless Bluetooth Speaker,4,631.96,4,303.3408,0.0,October
CA-2015-141145,TEC-AC-10001465,2015-09-17,2015-09-23,Standard Class,DB-13405,Denny Blanton,Consumer,United States,Orlando,Florida,32839,South,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,6,87.168,3,10.896,0.2,September
CA-2015-141243,FUR-BO-10003272,2015-01-03,2015-01-08,Second Class,AH-10465,Amy Hunt,Consumer,United States,Dallas,Texas,75217,Central,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,5,1352.3976,9,-437.5404,0.32,January
CA-2015-141243,OFF-AR-10001246,2015-01-03,2015-01-08,Second Class,AH-10465,Amy Hunt,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Art,Newell 317,5,7.056,3,0.7938,0.2,January
CA-2015-141243,TEC-AC-10003198,2015-01-03,2015-01-08,Second Class,AH-10465,Amy Hunt,Consumer,United States,Dallas,Texas,75217,Central,Technology,Accessories,Enermax Acrylux Wireless Keyboard,5,398.4,5,84.66,0.2,January
CA-2015-141250,FUR-CH-10004875,2015-01-19,2015-01-23,Standard Class,PM-18940,Paul MacIntyre,Consumer,United States,Texas City,Texas,77590,Central,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,4,199.304,4,-8.5416,0.3,January
CA-2015-141250,FUR-TA-10002855,2015-01-19,2015-01-23,Standard Class,PM-18940,Paul MacIntyre,Consumer,United States,Texas City,Texas,77590,Central,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,4,102.438,1,-13.1706,0.3,January
CA-2015-141327,FUR-FU-10000576,2015-11-30,2015-12-03,First Class,LR-16915,Lena Radford,Consumer,United States,Durham,North Carolina,27707,South,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,3,335.744,2,25.1808,0.2,November
CA-2015-141327,OFF-AP-10001293,2015-11-30,2015-12-03,First Class,LR-16915,Lena Radford,Consumer,United States,Durham,North Carolina,27707,South,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,3,98.352,3,9.8352,0.2,November
CA-2015-141327,OFF-BI-10000546,2015-11-30,2015-12-03,First Class,LR-16915,Lena Radford,Consumer,United States,Durham,North Carolina,27707,South,Office Supplies,Binders,Avery Durable Binders,3,6.048,7,-4.2336,0.7,November
CA-2015-141565,OFF-BI-10000545,2015-09-20,2015-09-24,Standard Class,BG-11035,Barry Gonzalez,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,4,1369.764,6,-913.176,0.7,September
CA-2015-141565,OFF-ST-10001522,2015-09-20,2015-09-24,Standard Class,BG-11035,Barry Gonzalez,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",4,294.368,4,-58.8736,0.2,September
CA-2015-141593,FUR-TA-10002622,2015-12-14,2015-12-16,Second Class,DB-12970,Darren Budd,Corporate,United States,Los Angeles,California,90045,West,Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",2,273.568,2,10.2588,0.2,December
CA-2015-141593,OFF-BI-10000948,2015-12-14,2015-12-16,Second Class,DB-12970,Darren Budd,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",2,34.248,3,11.5587,0.2,December
CA-2015-141593,OFF-BI-10001153,2015-12-14,2015-12-16,Second Class,DB-12970,Darren Budd,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,2,55.264,2,20.724,0.2,December
CA-2015-141593,OFF-PA-10004983,2015-12-14,2015-12-16,Second Class,DB-12970,Darren Budd,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Paper,Xerox 23,2,6.48,1,3.1104,0.0,December
CA-2015-141740,FUR-CH-10001545,2015-11-01,2015-11-05,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,4,205.164,2,13.6776,0.1,November
CA-2015-141754,OFF-LA-10004093,2015-12-20,2015-12-25,Standard Class,EM-14200,Evan Minnotte,Home Office,United States,Miami,Florida,33142,South,Office Supplies,Labels,Avery 486,5,11.696,2,3.9474,0.2,December
CA-2015-141768,FUR-FU-10002268,2015-05-25,2015-05-27,Second Class,NP-18685,Nora Pelletier,Home Office,United States,San Francisco,California,94109,West,Furniture,Furnishings,Ultra Door Push Plate,2,14.73,3,4.8609,0.0,May
CA-2015-141810,OFF-BI-10001524,2015-11-02,2015-11-07,Standard Class,BB-10990,Barry Blumstein,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,5,29.372,7,-46.9952,0.8,November
CA-2015-141810,TEC-PH-10002200,2015-11-02,2015-11-07,Standard Class,BB-10990,Barry Blumstein,Corporate,United States,San Antonio,Texas,78207,Central,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,5,344.704,2,38.7792,0.2,November
CA-2015-141936,OFF-BI-10002194,2015-08-07,2015-08-12,Standard Class,PN-18775,Parhena Norris,Home Office,United States,Bakersfield,California,93309,West,Office Supplies,Binders,Cardinal Hold-It CD Pocket,5,19.152,3,6.4638,0.2,August
CA-2015-142027,FUR-TA-10002774,2015-04-09,2015-04-14,Standard Class,JK-15370,Jay Kimmel,Consumer,United States,Long Beach,California,90805,West,Furniture,Tables,Laminate Occasional Tables,5,369.912,3,-13.8717,0.2,April
CA-2015-142041,OFF-BI-10004187,2015-06-07,2015-06-09,Second Class,EM-13810,Eleni McCrary,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Binders,3-ring staple pack,2,7.52,5,2.632,0.2,June
CA-2015-142055,OFF-PA-10003465,2015-05-08,2015-05-10,First Class,AB-10255,Alejandro Ballentine,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,Xerox 1912,2,37.94,2,18.2112,0.0,May
CA-2015-142139,OFF-PA-10003883,2015-08-31,2015-09-05,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Bedford,Texas,76021,Central,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",5,20.96,4,6.812,0.2,August
CA-2015-142202,TEC-AC-10003198,2015-09-18,2015-09-23,Second Class,JR-16210,Justin Ritter,Corporate,United States,Jacksonville,Florida,32216,South,Technology,Accessories,Enermax Acrylux Wireless Keyboard,5,717.12,9,152.388,0.2,September
CA-2015-142237,FUR-CH-10003833,2015-07-11,2015-07-13,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,Novimex Fabric Task Chair,2,341.488,8,-73.176,0.3,July
CA-2015-142237,FUR-FU-10003142,2015-07-11,2015-07-13,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",2,25.344,6,3.4848,0.2,July
CA-2015-142237,FUR-FU-10004848,2015-07-11,2015-07-13,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",2,289.8,7,36.225,0.2,July
CA-2015-142237,OFF-AR-10003732,2015-07-11,2015-07-13,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,Newell 333,2,11.12,5,0.834,0.2,July
CA-2015-142237,OFF-BI-10003669,2015-07-11,2015-07-13,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,3M Organizer Strips,2,6.48,4,-4.752,0.7,July
CA-2015-142237,OFF-BI-10004022,2015-07-11,2015-07-13,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,2,2.502,3,-2.0016,0.7,July
CA-2015-142377,OFF-PA-10001970,2015-12-04,2015-12-09,Standard Class,MS-17980,Michael Stewart,Corporate,United States,Springfield,Missouri,65807,Central,Office Supplies,Paper,Xerox 1881,5,85.96,7,40.4012,0.0,December
CA-2015-142419,OFF-BI-10001597,2015-07-11,2015-07-13,Second Class,SC-20380,Shahid Collister,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",2,98.352,3,34.4232,0.2,July
CA-2015-142419,OFF-PA-10001763,2015-07-11,2015-07-13,Second Class,SC-20380,Shahid Collister,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Paper,Xerox 1896,2,29.97,3,13.4865,0.0,July
CA-2015-142433,OFF-PA-10002377,2015-04-20,2015-04-25,Standard Class,ES-14020,Erica Smith,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Paper,Xerox 1916,5,117.456,3,44.046,0.2,April
CA-2015-142454,FUR-FU-10004018,2015-08-15,2015-08-19,Standard Class,RE-19450,Richard Eichhorn,Consumer,United States,Oakland,California,94601,West,Furniture,Furnishings,Tensor Computer Mounted Lamp,4,104.23,7,28.1421,0.0,August
CA-2015-142454,OFF-ST-10003638,2015-08-15,2015-08-19,Standard Class,RE-19450,Richard Eichhorn,Consumer,United States,Oakland,California,94601,West,Office Supplies,Storage,Mobile Personal File Cube,4,70.26,3,18.9702,0.0,August
CA-2015-142475,OFF-BI-10003718,2015-12-03,2015-12-07,Standard Class,BS-11380,Bill Stewart,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,GBC Therma-A-Bind 250T Electric Binding System,4,590.352,6,206.6232,0.2,December
CA-2015-142601,OFF-PA-10000483,2015-04-18,2015-04-20,Second Class,DE-13255,Deanra Eno,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Paper,Xerox 19,2,61.96,2,27.882,0.0,April
CA-2015-142601,OFF-ST-10002756,2015-04-18,2015-04-20,Second Class,DE-13255,Deanra Eno,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",2,947.17,7,9.4717,0.0,April
CA-2015-142692,OFF-BI-10004140,2015-10-23,2015-10-28,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,Avery Non-Stick Binders,5,3.592,1,1.1225,0.2,October
CA-2015-142734,FUR-CH-10003968,2015-04-16,2015-04-21,Standard Class,DM-13345,Denise Monton,Corporate,United States,New York City,New York,10024,East,Furniture,Chairs,Novimex Turbo Task Chair,5,127.764,2,2.8392,0.1,April
CA-2015-142755,OFF-EN-10004459,2015-09-04,2015-09-08,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,Office Supplies,Envelopes,Security-Tint Envelopes,4,15.28,2,7.4872,0.0,September
CA-2015-142755,OFF-PA-10000141,2015-09-04,2015-09-08,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",4,4.36,2,2.0492,0.0,September
CA-2015-142755,OFF-PA-10001970,2015-09-04,2015-09-08,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,Office Supplies,Paper,Xerox 1908,4,279.9,5,137.151,0.0,September
CA-2015-142755,TEC-AC-10002049,2015-09-04,2015-09-08,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,4,619.95,5,111.591,0.0,September
CA-2015-142930,OFF-PA-10003395,2015-11-28,2015-12-02,Standard Class,EB-14170,Evan Bailliet,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Paper,Xerox 1941,4,335.52,4,117.432,0.2,November
CA-2015-142937,OFF-AR-10003582,2015-12-05,2015-12-06,First Class,SF-20065,Sandra Flanagan,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",1,45.04,2,4.504,0.2,December
CA-2015-142944,FUR-FU-10000308,2015-03-06,2015-03-11,Standard Class,JL-15850,John Lucas,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,5,435.26,7,95.7572,0.0,March
CA-2015-142944,TEC-CO-10003763,2015-03-06,2015-03-11,Standard Class,JL-15850,John Lucas,Consumer,United States,San Francisco,California,94122,West,Technology,Copiers,Canon PC1060 Personal Laser Copier,5,1119.984,2,377.9946,0.2,March
CA-2015-142993,OFF-ST-10000934,2015-10-12,2015-10-17,Standard Class,KA-16525,Kelly Andreada,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",5,81.96,2,0.0,0.0,October
CA-2015-142993,TEC-AC-10003038,2015-10-12,2015-10-17,Standard Class,KA-16525,Kelly Andreada,Consumer,United States,Seattle,Washington,98103,West,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,5,17.9,2,3.401,0.0,October
CA-2015-143077,FUR-FU-10003535,2015-09-17,2015-09-21,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Houston,Texas,77041,Central,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,4,21.936,2,-10.4196,0.6,September
CA-2015-143077,OFF-BI-10000088,2015-09-17,2015-09-21,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Binders,GBC Imprintable Covers,4,6.588,3,-10.2114,0.8,September
CA-2015-143105,OFF-LA-10004093,2015-12-10,2015-12-10,Same Day,MA-17560,Matt Abelman,Home Office,United States,New York City,New York,10024,East,Office Supplies,Labels,Avery 486,0,7.31,1,3.4357,0.0,December
CA-2015-143105,OFF-PA-10002254,2015-12-10,2015-12-10,Same Day,MA-17560,Matt Abelman,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,Xerox 1883,0,184.66,7,84.9436,0.0,December
CA-2015-143105,OFF-PA-10002713,2015-12-10,2015-12-10,Same Day,MA-17560,Matt Abelman,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",0,41.28,6,18.9888,0.0,December
CA-2015-143105,TEC-CO-10002095,2015-12-10,2015-12-10,Same Day,MA-17560,Matt Abelman,Home Office,United States,New York City,New York,10024,East,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,0,799.984,2,249.995,0.2,December
CA-2015-143119,FUR-CH-10001270,2015-09-24,2015-09-30,Standard Class,MC-17275,Marc Crier,Consumer,United States,Lafayette,Louisiana,70506,South,Furniture,Chairs,Harbour Creations Steel Folding Chair,6,517.5,6,155.25,0.0,September
CA-2015-143147,FUR-CH-10000863,2015-05-26,2015-05-28,Second Class,PS-18760,Pamela Stobb,Consumer,United States,San Antonio,Texas,78207,Central,Furniture,Chairs,Novimex Swivel Fabric Task Chair,2,105.686,1,-28.6862,0.3,May
CA-2015-143147,FUR-CH-10004754,2015-05-26,2015-05-28,Second Class,PS-18760,Pamela Stobb,Consumer,United States,San Antonio,Texas,78207,Central,Furniture,Chairs,"Global Stack Chair with Arms, Black",2,104.93,5,-4.497,0.3,May
CA-2015-143147,TEC-MA-10004679,2015-05-26,2015-05-28,Second Class,PS-18760,Pamela Stobb,Consumer,United States,San Antonio,Texas,78207,Central,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,2,399.54,2,-79.908,0.4,May
CA-2015-143238,TEC-AC-10003499,2015-09-06,2015-09-08,First Class,LO-17170,Lori Olson,Corporate,United States,La Quinta,California,92253,West,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,2,46.32,4,18.0648,0.0,September
CA-2015-143364,FUR-BO-10001608,2015-07-14,2015-07-19,Second Class,TG-21310,Toby Gnade,Consumer,United States,Mesa,Arizona,85204,West,Furniture,Bookcases,"Hon Metal Bookcases, Black",5,127.764,6,-191.646,0.7,July
CA-2015-143364,FUR-CH-10004287,2015-07-14,2015-07-19,Second Class,TG-21310,Toby Gnade,Consumer,United States,Mesa,Arizona,85204,West,Furniture,Chairs,SAFCO Arco Folding Chair,5,441.92,2,49.716,0.2,July
CA-2015-143364,OFF-PA-10001846,2015-07-14,2015-07-19,Second Class,TG-21310,Toby Gnade,Consumer,United States,Mesa,Arizona,85204,West,Office Supplies,Paper,Xerox 1899,5,18.496,4,6.7048,0.2,July
CA-2015-143364,OFF-ST-10002743,2015-07-14,2015-07-19,Second Class,TG-21310,Toby Gnade,Consumer,United States,Mesa,Arizona,85204,West,Office Supplies,Storage,SAFCO Boltless Steel Shelving,5,272.736,3,-64.7748,0.2,July
CA-2015-143490,OFF-AR-10002952,2015-12-06,2015-12-13,Standard Class,NP-18325,Naresj Patel,Consumer,United States,San Diego,California,92105,West,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,7,120.15,9,33.642,0.0,December
CA-2015-143490,TEC-PH-10000576,2015-12-06,2015-12-13,Standard Class,NP-18325,Naresj Patel,Consumer,United States,San Diego,California,92105,West,Technology,Phones,AT&T 1080 Corded phone,7,219.184,2,19.1786,0.2,December
CA-2015-143532,OFF-PA-10001560,2015-03-19,2015-03-24,Standard Class,DC-12850,Dan Campbell,Consumer,United States,North Miami,Florida,33161,South,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",5,14.496,3,4.8924,0.2,March
CA-2015-143602,OFF-BI-10002071,2015-04-25,2015-04-28,Second Class,JS-15595,Jill Stevenson,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,3,13.944,3,4.5318,0.2,April
CA-2015-143616,OFF-AR-10002067,2015-09-27,2015-09-29,Second Class,SS-20140,Saphhira Shifley,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Art,Newell 334,2,99.2,5,25.792,0.0,September
CA-2015-143700,OFF-PA-10003072,2015-07-26,2015-07-26,Same Day,AS-10240,Alan Shonely,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",0,10.368,2,3.6288,0.2,July
CA-2015-143882,OFF-PA-10004040,2015-06-26,2015-06-30,Standard Class,DB-13360,Dennis Bolton,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),4,43.056,9,15.6078,0.2,June
CA-2015-143980,OFF-AP-10003779,2015-12-25,2015-12-29,Standard Class,JK-15640,Jim Kriz,Home Office,United States,New York City,New York,10011,East,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,4,414.96,2,124.488,0.0,December
CA-2015-144043,TEC-AC-10002718,2015-05-10,2015-05-15,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Louisville,Colorado,80027,West,Technology,Accessories,Belkin Standard 104 key USB Keyboard,5,46.688,4,-2.918,0.2,May
